Quarter,SalesRep,Region,Product,Discount,Units,Cost,Price,Order Sales,Profit,Year
Q3,Eric  Rose,West,Crested Beaut,0.03,2,16.0,25.0,48.75,16.75,2014-07-07
Q4,Rachel  Gomez,MidWest,Quad,0.03,3,27.0,34.0,99.45,18.45,2013-11-09
Q2,Billie  Chandler,MidWest,Carlota,0.0,1,10.25,22.95,22.95,12.7,2013-03-24
Q3,Joey  Wong,West,Majectic Beaut,0.0,2,13.0,30.0,60.0,34.0,2014-08-30
Q4,Cindy  Becker,South,Quad,0.0,1,27.0,34.0,34.0,7.0,2013-12-05
Q4,Jenny  Garcia,MidWest,Sunbell,0.0,1,12.42,25.0,25.0,12.58,2014-11-15
Q4,Jaime  Pearson,MidWest,Quad,0.0,2,27.0,34.0,68.0,14.0,2013-10-26
Q1,Dan  Peterson,MidWest,Crested Beaut,0.0,3,16.0,25.0,75.0,27.0,2014-02-02
Q4,Lula  Daniels,MidWest,Bellen,0.03,2,11.37,22.95,44.52,21.78,2014-11-06
Q4,Jenny  Garcia,MidWest,Majectic Beaut,0.0,2,13.0,30.0,60.0,34.0,2014-10-31
Q4,Guillermo  Potter,MidWest,Sunbell,0.0,2,12.42,25.0,50.0,25.16,2013-11-26
Q3,Shari  Silva,South,Quad,0.03,3,27.0,34.0,98.94,17.94,2014-08-21
Q4,Isabel  Cross,East,Aspen,0.01,1,12.0,21.0,20.79,8.79,2014-10-29
Q3,Mable  Lindsey,West,Quad,0.0,3,27.0,34.0,102.0,21.0,2014-06-26
Q4,Robert  Munoz,MidWest,Sunshine,0.0,3,10.24,19.95,59.85,29.13,2013-10-16
Q1,Isabel  Cross,East,Carlota,0.02,2,10.25,22.95,45.21,24.71,2013-02-11
Q3,Cassandra  Franklin,MidWest,Quad,0.0,2,27.0,34.0,68.0,14.0,2014-06-15
Q4,Tracy  Reed,MidWest,Quad,0.03,2,27.0,34.0,65.96,11.96,2013-10-29
Q4,Kyle  Carr,MidWest,Sunset,0.02,1,13.5,23.5,23.15,9.65,2014-12-08
Q4,Drew  Rogers,MidWest,Aspen,0.02,2,12.0,21.0,41.16,17.16,2013-10-16
Q4,Andrew  Meyer,West,Sunshine,0.01,2,10.24,19.95,39.5,19.02,2014-10-16
Q4,Cassandra  Franklin,MidWest,Bellen,0.01,2,11.37,22.95,45.44,22.7,2013-10-26
Q1,Elvira  Bowman,MidWest,Sunbell,0.02,3,12.42,25.0,73.88,36.62,2012-12-30
Q4,Paulette  Spencer,South,Majectic Beaut,0.0,4,13.0,30.0,120.0,68.0,2014-10-18
Q1,Andrew  Meyer,West,V-Rang,0.0,3,10.23,19.0,57.0,26.31,2013-01-16
Q4,Robert  Munoz,MidWest,Quad,0.02,4,27.0,34.0,133.96,25.96,2014-12-05
Q2,Ben  Perez,West,Carlota,0.0,4,10.25,22.95,91.8,50.8,2013-04-24
Q4,Willie  Vega,MidWest,Sunshine,0.0,1,10.24,19.95,19.95,9.71,2013-11-28
Q3,Cindy  Becker,South,Sunshine,0.03,3,10.24,19.95,58.35,27.63,2014-08-11
Q4,Jenny  Garcia,MidWest,Carlota,0.0,1,10.25,22.95,22.95,12.7,2013-10-11
Q4,Bethany  Pena,MidWest,Quad,0.02,2,27.0,34.0,66.98,12.98,2014-10-25
Q1,Rachel  Gomez,MidWest,Bellen,0.02,3,11.37,22.95,67.47,33.36,2013-01-09
Q4,Ellen  Weaver,South,Crested Beaut,0.03,2,16.0,25.0,48.75,16.75,2013-11-23
Q2,Della  Jensen,East,Sunshine,0.02,2,10.24,19.95,39.3,18.82,2014-05-04
Q4,Della  Jensen,East,Sunshine,0.0,4,10.24,19.95,79.8,38.84,2013-12-04
Q4,Willie  Vega,MidWest,Aspen,0.02,3,12.0,21.0,62.06,26.06,2013-10-18
Q4,Christina  Fuller,West,Crested Beaut,0.02,2,16.0,25.0,49.0,17.0,2014-12-11
Q4,Salvador  Bass,West,V-Rang,0.03,2,10.23,19.0,37.05,16.59,2013-11-21
Q4,Bethany  Pena,MidWest,Quad,0.02,2,27.0,34.0,66.64,12.64,2014-11-10
Q4,Robert  Munoz,MidWest,Carlota,0.02,2,10.25,22.95,45.21,24.71,2013-11-20
Q4,Sandra  Floyd,MidWest,Bellen,0.0,1,11.37,22.95,22.95,11.58,2013-10-20
Q4,Andrew  Meyer,West,Sunshine,0.0,1,10.24,19.95,19.95,9.71,2014-11-12
Q4,Iris  Underwood,West,Quad,0.01,1,27.0,34.0,33.66,6.66,2013-12-14
Q4,Peter  Hodges,MidWest,Aspen,0.02,2,12.0,21.0,41.37,17.37,2014-10-23
Q4,Cindy  Becker,South,Quad,0.0,2,27.0,34.0,68.0,14.0,2013-11-21
Q4,Marian  Hill,South,Carlota,0.0,3,10.25,22.95,68.85,38.1,2013-12-08
Q4,Ellen  Weaver,South,Carlota,0.0,1,10.25,22.95,22.95,12.7,2014-11-15
Q2,Brooke  Horton,MidWest,Sunbell,0.0,2,12.42,25.0,50.0,25.16,2013-05-12
Q2,Elvira  Bowman,MidWest,Carlota,0.02,2,10.25,22.95,44.98,24.48,2013-05-06
Q4,Billie  Chandler,MidWest,Doublers,0.03,2,64.32,79.95,155.9,27.26,2014-11-09
Q4,Ben  Perez,West,Majectic Beaut,0.0,3,13.0,30.0,90.0,51.0,2013-11-26
Q4,Christina  Fuller,West,Quad,0.03,3,27.0,34.0,98.94,17.94,2014-10-19
Q1,Ellen  Weaver,South,Sunbell,0.0,3,12.42,25.0,75.0,37.74,2013-02-21
Q2,Elbert  Klein,South,Doublers,0.0,2,64.32,79.95,159.9,31.26,2014-03-19
Q4,Blake  Bridges,South,Quad,0.03,2,27.0,34.0,65.96,11.96,2013-10-16
Q2,Austin  Reynolds,East,Sunset,0.0,3,13.5,23.5,70.5,30.0,2014-06-06
Q4,Edwin  Malone,East,Sunshine,0.03,3,10.24,19.95,58.05,27.33,2013-10-25
Q4,Elvira  Bowman,MidWest,Sunshine,0.03,1,10.24,19.95,19.35,9.11,2013-11-02
Q4,Isabel  Cross,East,Sunbell,0.0,2,12.42,25.0,50.0,25.16,2014-11-16
Q4,Ben  Perez,West,Crested Beaut,0.0,3,16.0,25.0,75.0,27.0,2013-10-27
Q4,Cecilia  Manning,South,Sunbell,0.03,3,12.42,25.0,72.75,35.49,2013-10-29
Q2,Brooke  Horton,MidWest,Carlota,0.0,1,10.25,22.95,22.95,12.7,2013-04-20
Q4,Iris  Underwood,West,Carlota,0.0,3,10.25,22.95,68.85,38.1,2013-10-21
Q4,Fernando  Rowe,West,Aspen,0.0,2,12.0,21.0,42.0,18.0,2013-10-18
Q4,Brooke  Horton,MidWest,V-Rang,0.0,3,10.23,19.0,57.0,26.31,2014-10-27
Q4,Shari  Silva,South,Aspen,0.03,3,12.0,21.0,61.43,25.43,2014-11-16
Q4,Max  Rodgers,West,Bellen,0.03,2,11.37,22.95,44.52,21.78,2014-12-03
Q4,Don  Gonzales,South,Quad,0.0,1,27.0,34.0,34.0,7.0,2013-10-31
Q4,Lynette  Brewer,MidWest,Sunbell,0.02,1,12.42,25.0,24.5,12.08,2013-10-22
Q3,Shari  Silva,South,Bellen,0.02,3,11.37,22.95,67.47,33.36,2013-07-30
Q1,Blake  Bridges,South,Aspen,0.0,2,12.0,21.0,42.0,18.0,2014-03-09
Q4,Eddie  Green,East,Sunshine,0.0,3,10.24,19.95,59.85,29.13,2014-11-23
Q1,Marion  Glover,East,FlatTop,0.02,1,17.2,27.5,26.95,9.75,2013-01-01
Q4,Lee  Mack,MidWest,Sunbell,0.03,2,12.42,25.0,48.5,23.66,2014-10-30
Q1,Rachel  Gomez,MidWest,Carlota,0.02,3,10.25,22.95,67.47,36.72,2013-03-14
Q4,Bernadette  Page,MidWest,Majectic Beaut,0.03,3,13.0,30.0,87.3,48.3,2013-10-20
Q4,Salvador  Bass,West,Crested Beaut,0.0,3,16.0,25.0,75.0,27.0,2014-11-28
Q4,Rachel  Gomez,MidWest,Quad,0.02,1,27.0,34.0,33.49,6.49,2014-12-11
Q4,Rachel  Gomez,MidWest,Quad,0.03,3,27.0,34.0,99.45,18.45,2014-12-11
Q4,Jenny  Garcia,MidWest,Aspen,0.03,3,12.0,21.0,61.43,25.43,2013-11-28
Q4,Cassandra  Franklin,MidWest,Bellen,0.0,1,11.37,22.95,22.95,11.58,2013-10-20
Q4,Elaine  Ellis,South,Carlota,0.0,2,10.25,22.95,45.9,25.4,2013-11-13
Q4,Cindy  Becker,South,Sunshine,0.02,2,10.24,19.95,39.3,18.82,2014-11-07
Q1,Marian  Hill,South,Doublers,0.03,2,64.32,79.95,155.9,27.26,2012-12-20
Q4,Willie  Vega,MidWest,Quad,0.03,3,27.0,34.0,98.94,17.94,2013-10-22
Q4,Donna  Reid,West,Quad,0.0,2,27.0,34.0,68.0,14.0,2014-11-10
Q4,Robert  Munoz,MidWest,Sunbell,0.0,2,12.42,25.0,50.0,25.16,2013-10-17
Q4,Sylvester  Morales,West,Doublers,0.03,3,64.32,79.95,232.65,39.69,2013-12-09
Q4,Donna  Reid,West,Crested Beaut,0.03,1,16.0,25.0,24.38,8.38,2014-10-24
Q4,Mable  Lindsey,West,Quad,0.0,2,27.0,34.0,68.0,14.0,2013-11-08
Q4,Brooke  Horton,MidWest,Sunshine,0.01,1,10.24,19.95,19.75,9.51,2014-10-27
Q4,Elbert  Klein,South,Sunshine,0.0,1,10.24,19.95,19.95,9.71,2014-11-28
Q4,Max  Rodgers,West,V-Rang,0.0,2,10.23,19.0,38.0,17.54,2014-10-23
Q4,Marion  Glover,East,Quad,0.03,1,27.0,34.0,33.15,6.15,2013-10-12
Q4,Drew  Rogers,MidWest,Majectic Beaut,0.0,3,13.0,30.0,90.0,51.0,2013-11-27
Q4,Felicia  Jennings,West,Carlota,0.02,3,10.25,22.95,67.82,37.07,2013-11-27
Q4,Guillermo  Potter,MidWest,Aspen,0.01,3,12.0,21.0,62.37,26.37,2013-12-04
Q4,Allan  Ramos,MidWest,Sunshine,0.0,1,10.24,19.95,19.95,9.71,2014-10-18
Q4,Drew  Rogers,MidWest,Sunbell,0.0,3,12.42,25.0,75.0,37.74,2014-11-30
Q4,Kyle  Carr,MidWest,Bellen,0.03,1,11.37,22.95,22.38,11.01,2014-11-11
Q2,Eric  Rose,West,Quad,0.02,3,27.0,34.0,100.47,19.47,2013-04-24
Q4,Joey  Wong,West,Bellen,0.01,2,11.37,22.95,45.44,22.7,2013-10-28
Q4,Bobbie  Ryan,East,Doublers,0.03,2,64.32,79.95,155.9,27.26,2013-11-02
Q3,Drew  Rogers,MidWest,Sunshine,0.02,2,10.24,19.95,39.1,18.62,2013-09-02
Q4,Austin  Reynolds,East,Carlota,0.0,2,10.25,22.95,45.9,25.4,2013-10-13
Q1,Kyle  Carr,MidWest,Majectic Beaut,0.03,1,13.0,30.0,29.25,16.25,2013-02-13
Q4,Robert  Munoz,MidWest,Carlota,0.01,3,10.25,22.95,68.16,37.41,2013-11-05
Q4,Donna  Reid,West,Bellen,0.0,2,11.37,22.95,45.9,23.16,2013-11-25
Q4,Robert  Munoz,MidWest,Sunshine,0.03,2,10.24,19.95,38.9,18.42,2013-11-21
Q4,Della  Jensen,East,Aspen,0.02,2,12.0,21.0,41.37,17.37,2014-11-26
Q4,Cassandra  Franklin,MidWest,Quad,0.02,2,27.0,34.0,66.98,12.98,2014-10-17
Q4,Johanna  Boone,South,Bellen,0.03,1,11.37,22.95,22.26,10.89,2013-11-05
Q4,Elbert  Klein,South,Sunbell,0.03,2,12.42,25.0,48.5,23.66,2014-11-04
Q1,Lee  Mack,MidWest,FlatTop,0.0,3,17.2,27.5,82.5,30.9,2014-01-18
Q4,Andrew  Meyer,West,Sunshine,0.01,2,10.24,19.95,39.5,19.02,2014-09-17
Q4,Elvira  Bowman,MidWest,Doublers,0.02,3,64.32,79.95,235.05,42.09,2014-12-08
Q3,Trevor  Jones,West,Carlota,0.02,1,10.25,22.95,22.49,12.24,2013-09-10
Q4,Mable  Lindsey,West,Bellen,0.0,3,11.37,22.95,68.85,34.74,2013-12-03
Q3,Ruben  Nunez,West,Carlota,0.0,2,10.25,22.95,45.9,25.4,2014-08-15
Q4,Ernest  Davis,West,Aspen,0.0,1,12.0,21.0,21.0,9.0,2014-10-19
Q4,Elaine  Ellis,South,Sunbell,0.03,2,12.42,25.0,48.5,23.66,2013-10-20
Q4,Don  Gonzales,South,Bellen,0.02,2,11.37,22.95,45.21,22.47,2014-10-19
Q3,Cindy  Becker,South,Sunbell,0.03,2,12.42,25.0,48.5,23.66,2013-08-16
Q1,Drew  Rogers,MidWest,FlatTop,0.02,4,17.2,27.5,107.8,39.0,2013-02-02
Q4,Rachel  Gomez,MidWest,Bellen,0.0,2,11.37,22.95,45.9,23.16,2013-12-08
Q4,Rachel  Gomez,MidWest,Quad,0.03,2,27.0,34.0,66.3,12.3,2014-11-20
Q4,Christy  Olson,West,Quad,0.0,3,27.0,34.0,102.0,21.0,2013-10-27
Q4,Ernest  Davis,West,Bellen,0.01,1,11.37,22.95,22.72,11.35,2013-10-10
Q4,Shari  Silva,South,Quad,0.03,1,27.0,34.0,32.98,5.98,2013-11-11
Q3,Patty  Thompson,West,Sunshine,0.0,3,10.24,19.95,59.85,29.13,2014-09-10
Q4,Cassandra  Franklin,MidWest,Carlota,0.0,3,10.25,22.95,68.85,38.1,2014-10-24
Q4,Kyle  Carr,MidWest,Sunbell,0.0,1,12.42,25.0,25.0,12.58,2013-11-01
Q4,Dan  Peterson,MidWest,Bellen,0.01,3,11.37,22.95,68.16,34.05,2014-10-17
Q4,Ivan  Adkins,West,Sunset,0.01,2,13.5,23.5,46.53,19.53,2013-11-15
Q4,Marion  Glover,East,FlatTop,0.03,3,17.2,27.5,80.03,28.43,2014-10-22
Q1,Lorraine  Gibson,East,Doublers,0.03,3,64.32,79.95,232.65,39.69,2013-01-23
Q4,Ivan  Adkins,West,Quad,0.03,1,27.0,34.0,33.15,6.15,2014-11-16
Q4,Kyle  Carr,MidWest,Bellen,0.0,3,11.37,22.95,68.85,34.74,2013-11-05
Q4,Robert  Munoz,MidWest,Sunbell,0.0,3,12.42,25.0,75.0,37.74,2013-10-31
Q3,Sandra  Floyd,MidWest,Carlota,0.02,3,10.25,22.95,67.82,37.07,2013-09-03
Q4,Sonya  Mullins,East,Doublers,0.03,3,64.32,79.95,232.65,39.69,2014-11-19
Q2,Ruben  Nunez,West,Aspen,0.03,3,12.0,21.0,61.43,25.43,2014-03-24
Q4,Dan  Peterson,MidWest,Sunbell,0.03,2,12.42,25.0,48.5,23.66,2014-11-21
Q4,Della  Jensen,East,Carlota,0.02,2,10.25,22.95,45.21,24.71,2013-11-05
Q3,Carla  Mccormick,MidWest,Crested Beaut,0.02,1,16.0,25.0,24.63,8.63,2013-06-22
Q4,Robert  Munoz,MidWest,Sunbell,0.0,2,12.42,25.0,50.0,25.16,2013-11-22
Q4,Christina  Fuller,West,Bellen,0.01,1,11.37,22.95,22.72,11.35,2014-10-25
Q4,Beth  Tucker,West,Sunshine,0.03,1,10.24,19.95,19.35,9.11,2013-11-11
Q4,Patty  Thompson,West,Sunshine,0.02,3,10.24,19.95,58.95,28.23,2013-10-10
Q4,Elaine  Ellis,South,Sunshine,0.03,2,10.24,19.95,38.7,18.22,2014-11-29
Q4,Cindy  Becker,South,Doublers,0.0,2,64.32,79.95,159.9,31.26,2014-11-10
Q2,Cecilia  Manning,South,FlatTop,0.01,2,17.2,27.5,54.45,20.05,2014-05-22
Q4,Salvador  Bass,West,Quad,0.0,2,27.0,34.0,68.0,14.0,2013-12-12
Q1,Elvira  Bowman,MidWest,Quad,0.01,4,27.0,34.0,134.64,26.64,2013-02-15
Q2,Shari  Silva,South,Sunset,0.03,2,13.5,23.5,45.59,18.59,2014-04-19
Q2,Donna  Reid,West,Quad,0.02,4,27.0,34.0,133.28,25.28,2013-06-01
Q4,Arturo  Francis,East,Sunbell,0.01,2,12.42,25.0,49.5,24.66,2013-11-12
Q4,Woodrow  Colon,South,Majectic Beaut,0.0,1,13.0,30.0,30.0,17.0,2013-11-10
Q4,Donna  Reid,West,Majectic Beaut,0.03,3,13.0,30.0,87.3,48.3,2013-11-01
Q4,Mable  Lindsey,West,Bellen,0.03,1,11.37,22.95,22.38,11.01,2013-11-27
Q4,Patty  Thompson,West,Quad,0.02,1,27.0,34.0,33.49,6.49,2013-12-14
Q4,Isabel  Cross,East,Carlota,0.01,2,10.25,22.95,45.44,24.94,2013-11-01
Q3,Salvador  Bass,West,Majectic Beaut,0.0,2,13.0,30.0,60.0,34.0,2014-09-13
Q1,Trevor  Jones,West,Majectic Beaut,0.0,1,13.0,30.0,30.0,17.0,2013-01-18
Q2,Jenny  Garcia,MidWest,Carlota,0.02,1,10.25,22.95,22.49,12.24,2013-06-02
Q4,Allan  Ramos,MidWest,Majectic Beaut,0.02,2,13.0,30.0,58.8,32.8,2014-11-13
Q4,Arturo  Francis,East,Sunshine,0.0,1,10.24,19.95,19.95,9.71,2014-11-27
Q4,Drew  Rogers,MidWest,Bellen,0.03,3,11.37,22.95,67.13,33.02,2014-12-07
Q4,Elvira  Bowman,MidWest,Sunset,0.0,3,13.5,23.5,70.5,30.0,2014-12-01
Q4,Blake  Bridges,South,Quad,0.02,2,27.0,34.0,66.98,12.98,2014-11-15
Q4,Trevor  Jones,West,FlatTop,0.0,1,17.2,27.5,27.5,10.3,2014-11-22
Q4,Nellie  Joseph,East,Sunshine,0.0,3,10.24,19.95,59.85,29.13,2013-12-12
Q4,Andrew  Meyer,West,Sunshine,0.03,3,10.24,19.95,58.05,27.33,2013-11-13
Q4,Kyle  Carr,MidWest,Sunshine,0.02,3,10.24,19.95,58.95,28.23,2013-12-03
Q3,Andrew  Meyer,West,V-Rang,0.03,4,10.23,19.0,73.72,32.8,2014-08-30
Q3,Shari  Silva,South,Quad,0.02,2,27.0,34.0,66.64,12.64,2013-06-21
Q4,Marion  Glover,East,Sunset,0.0,2,13.5,23.5,47.0,20.0,2014-10-31
Q4,Kyle  Carr,MidWest,Quad,0.0,1,27.0,34.0,34.0,7.0,2013-11-24
Q4,Elaine  Ellis,South,Sunset,0.02,2,13.5,23.5,46.06,19.06,2013-11-01
Q4,Salvador  Bass,West,Bellen,0.01,4,11.37,22.95,90.88,45.4,2014-11-25
Q2,Billie  Chandler,MidWest,Carlota,0.03,1,10.25,22.95,22.38,12.13,2013-05-05
Q2,Elaine  Ellis,South,Sunshine,0.0,1,10.24,19.95,19.95,9.71,2014-04-26
Q4,Iris  Underwood,West,Majectic Beaut,0.03,1,13.0,30.0,29.25,16.25,2014-10-25
Q4,Marian  Hill,South,Quad,0.02,2,27.0,34.0,66.64,12.64,2014-11-12
Q4,Cindy  Becker,South,Quad,0.02,3,27.0,34.0,99.96,18.96,2013-10-29
Q4,Trevor  Jones,West,Quad,0.0,3,27.0,34.0,102.0,21.0,2014-11-13
Q4,Jenny  Garcia,MidWest,Bellen,0.01,1,11.37,22.95,22.72,11.35,2013-11-01
Q4,Donna  Reid,West,Quad,0.01,2,27.0,34.0,67.32,13.32,2014-12-06
Q4,Trevor  Jones,West,Sunshine,0.02,2,10.24,19.95,39.3,18.82,2013-11-05
Q4,Mable  Lindsey,West,Quad,0.0,3,27.0,34.0,102.0,21.0,2014-12-14
Q4,Robert  Munoz,MidWest,Bellen,0.03,2,11.37,22.95,44.52,21.78,2014-12-02
Q4,Herman  Williams,East,Aspen,0.03,2,12.0,21.0,40.95,16.95,2014-10-25
Q4,Jenny  Garcia,MidWest,Carlota,0.02,3,10.25,22.95,67.82,37.07,2013-11-15
Q4,Fernando  Rowe,West,Bellen,0.02,1,11.37,22.95,22.49,11.12,2013-11-01
Q4,Elvira  Bowman,MidWest,Crested Beaut,0.03,3,16.0,25.0,73.13,25.13,2014-11-01
Q4,Iris  Underwood,West,Crested Beaut,0.03,3,16.0,25.0,73.13,25.13,2013-10-24
Q4,Bethany  Pena,MidWest,Sunset,0.01,1,13.5,23.5,23.27,9.77,2014-10-30
Q4,Robert  Munoz,MidWest,Sunset,0.03,2,13.5,23.5,45.59,18.59,2014-11-04
Q4,Cassandra  Franklin,MidWest,Doublers,0.0,3,64.32,79.95,239.85,46.89,2013-11-16
Q4,Ellen  Weaver,South,Sunshine,0.02,4,10.24,19.95,78.6,37.64,2013-11-16
Q4,Drew  Rogers,MidWest,FlatTop,0.02,2,17.2,27.5,54.18,19.78,2013-12-01
Q2,Lance  Yates,MidWest,Carlota,0.0,2,10.25,22.95,45.9,25.4,2014-04-02
Q4,Shari  Silva,South,V-Rang,0.0,2,10.23,19.0,38.0,17.54,2014-11-11
Q4,Elaine  Ellis,South,Sunbell,0.0,2,12.42,25.0,50.0,25.16,2014-10-28
Q4,Woodrow  Colon,South,Sunset,0.02,3,13.5,23.5,69.44,28.94,2013-12-06
Q4,Felicia  Jennings,West,Sunshine,0.0,2,10.24,19.95,39.9,19.42,2014-11-19
Q3,Eddie  Green,East,Sunbell,0.0,3,12.42,25.0,75.0,37.74,2013-06-17
Q4,Isabel  Cross,East,Sunshine,0.03,1,10.24,19.95,19.35,9.11,2013-09-24
Q4,Edwin  Malone,East,Crested Beaut,0.02,1,16.0,25.0,24.5,8.5,2014-11-07
Q4,Eric  Rose,West,Crested Beaut,0.0,2,16.0,25.0,50.0,18.0,2013-10-31
Q4,Ruben  Nunez,West,Carlota,0.03,2,10.25,22.95,44.52,24.02,2014-11-07
Q4,Edwin  Malone,East,Sunbell,0.03,2,12.42,25.0,48.75,23.91,2013-11-13
Q4,Guillermo  Potter,MidWest,Aspen,0.0,3,12.0,21.0,63.0,27.0,2014-11-12
Q4,Kyle  Carr,MidWest,V-Rang,0.02,1,10.23,19.0,18.72,8.49,2013-10-27
Q4,Guillermo  Potter,MidWest,Sunset,0.03,3,13.5,23.5,68.74,28.24,2014-12-15
Q1,Austin  Reynolds,East,Crested Beaut,0.03,1,16.0,25.0,24.38,8.38,2014-01-22
Q2,Lance  Yates,MidWest,Carlota,0.0,3,10.25,22.95,68.85,38.1,2013-04-10
Q2,Cassandra  Franklin,MidWest,Carlota,0.02,2,10.25,22.95,45.21,24.71,2013-05-04
Q1,Lorraine  Gibson,East,Bellen,0.0,1,11.37,22.95,22.95,11.58,2013-12-30
Q1,Lorraine  Gibson,East,Sunbell,0.02,2,12.42,25.0,49.0,24.16,2014-03-06
Q2,Robert  Munoz,MidWest,Majectic Beaut,0.02,3,13.0,30.0,88.65,49.65,2013-03-23
Q4,Isabel  Cross,East,Crested Beaut,0.03,3,16.0,25.0,73.13,25.13,2014-10-22
Q4,Shari  Silva,South,Sunbell,0.03,1,12.42,25.0,24.25,11.83,2014-11-24
Q1,Ernest  Davis,West,Sunshine,0.0,1,10.24,19.95,19.95,9.71,2013-01-01
Q4,Isabel  Cross,East,Crested Beaut,0.02,1,16.0,25.0,24.5,8.5,2014-11-19
Q4,Trevor  Jones,West,Sunbell,0.0,2,12.42,25.0,50.0,25.16,2013-11-01
Q4,Charlie  Wood,MidWest,Quad,0.01,1,27.0,34.0,33.66,6.66,2013-10-31
Q4,Ruben  Nunez,West,Carlota,0.01,3,10.25,22.95,68.16,37.41,2013-11-12
Q4,Pauline  Beck,West,Sunshine,0.01,2,10.24,19.95,39.5,19.02,2014-10-26
Q4,Drew  Rogers,MidWest,Sunbell,0.03,1,12.42,25.0,24.38,11.96,2014-12-15
Q4,Pauline  Beck,West,Doublers,0.0,1,64.32,79.95,79.95,15.63,2014-10-17
Q4,Isabel  Cross,East,Aspen,0.0,3,12.0,21.0,63.0,27.0,2013-12-08
Q4,Christy  Olson,West,Crested Beaut,0.03,2,16.0,25.0,48.75,16.75,2014-12-12
Q1,Eddie  Green,East,Bellen,0.0,1,11.37,22.95,22.95,11.58,2013-02-05
Q3,Sylvester  Morales,West,Sunbell,0.0,2,12.42,25.0,50.0,25.16,2013-09-14
Q4,Jenny  Garcia,MidWest,Sunset,0.0,2,13.5,23.5,47.0,20.0,2013-11-10
Q3,Kyle  Carr,MidWest,Sunshine,0.02,1,10.24,19.95,19.55,9.31,2013-06-27
Q3,Woodrow  Colon,South,Doublers,0.02,3,64.32,79.95,236.25,43.29,2014-07-06
Q4,Christina  Fuller,West,Carlota,0.03,1,10.25,22.95,22.26,12.01,2014-12-13
Q2,Elaine  Ellis,South,Aspen,0.02,3,12.0,21.0,61.74,25.74,2014-03-24
Q4,Shari  Silva,South,Carlota,0.0,3,10.25,22.95,68.85,38.1,2013-11-10
Q4,Salvador  Bass,West,FlatTop,0.02,2,17.2,27.5,53.9,19.5,2014-12-05
Q4,Cecilia  Manning,South,Sunshine,0.0,3,10.24,19.95,59.85,29.13,2014-11-02
Q4,Don  Gonzales,South,Sunbell,0.0,2,12.42,25.0,50.0,25.16,2013-11-04
Q3,Shari  Silva,South,Sunset,0.01,3,13.5,23.5,69.8,29.3,2014-07-31
Q1,Salvador  Bass,West,Sunbell,0.0,3,12.42,25.0,75.0,37.74,2014-03-11
Q4,Brooke  Horton,MidWest,Quad,0.02,2,27.0,34.0,66.64,12.64,2014-10-18
Q4,Woodrow  Colon,South,FlatTop,0.0,1,17.2,27.5,27.5,10.3,2013-11-19
Q4,Cassandra  Franklin,MidWest,Sunshine,0.0,3,10.24,19.95,59.85,29.13,2014-12-15
Q4,Willie  Vega,MidWest,V-Rang,0.0,2,10.23,19.0,38.0,17.54,2013-12-06
Q4,Lula  Daniels,MidWest,Majectic Beaut,0.01,2,13.0,30.0,59.4,33.4,2013-11-23
Q4,Colleen  Warren,West,Majectic Beaut,0.0,2,13.0,30.0,60.0,34.0,2014-10-21
Q4,Max  Rodgers,West,Carlota,0.0,1,10.25,22.95,22.95,12.7,2014-11-09
Q2,Dan  Peterson,MidWest,FlatTop,0.0,2,17.2,27.5,55.0,20.6,2013-03-26
Q3,Peter  Hodges,MidWest,Bellen,0.03,2,11.37,22.95,44.52,21.78,2013-08-05
Q4,Ernest  Davis,West,Sunbell,0.02,3,12.42,25.0,73.88,36.62,2013-11-02
Q4,Della  Jensen,East,Quad,0.0,2,27.0,34.0,68.0,14.0,2014-10-24
Q1,Tracy  Reed,MidWest,Crested Beaut,0.03,3,16.0,25.0,73.13,25.13,2013-01-26
Q1,Cassandra  Franklin,MidWest,Majectic Beaut,0.02,1,13.0,30.0,29.4,16.4,2013-03-05
Q3,Allan  Ramos,MidWest,Sunshine,0.03,3,10.24,19.95,58.05,27.33,2014-08-27
Q4,Robert  Munoz,MidWest,Quad,0.03,2,27.0,34.0,65.96,11.96,2013-11-25
Q4,Christy  Olson,West,Sunbell,0.0,2,12.42,25.0,50.0,25.16,2014-11-18
Q4,Mable  Lindsey,West,Doublers,0.03,2,64.32,79.95,155.1,26.46,2013-10-20
Q4,Isabel  Cross,East,Quad,0.03,2,27.0,34.0,65.96,11.96,2014-12-10
Q4,Robert  Munoz,MidWest,Bellen,0.02,3,11.37,22.95,67.82,33.71,2014-11-25
Q4,Dan  Peterson,MidWest,Carlota,0.02,3,10.25,22.95,67.82,37.07,2014-11-21
Q1,Drew  Rogers,MidWest,V-Rang,0.03,4,10.23,19.0,73.72,32.8,2014-01-31
Q4,Elbert  Klein,South,Crested Beaut,0.02,1,16.0,25.0,24.5,8.5,2013-10-28
Q4,Robert  Munoz,MidWest,Aspen,0.0,1,12.0,21.0,21.0,9.0,2014-12-10
Q4,Ivan  Adkins,West,Bellen,0.03,2,11.37,22.95,44.52,21.78,2013-11-23
Q1,Trevor  Jones,West,Doublers,0.0,2,64.32,79.95,159.9,31.26,2012-12-18
Q2,Cassandra  Franklin,MidWest,Sunbell,0.03,3,12.42,25.0,72.75,35.49,2014-04-16
Q4,Beth  Tucker,West,Sunshine,0.01,3,10.24,19.95,59.25,28.53,2014-10-31
