Quarter,SalesRep,Region,Product,Discount,Units,Cost,Price,Order Sales,Profit
Q4 41596,Elvira  Bowman,MidWest,Sunshine,0.03,1,10.24,19.95,19.35,9.11
Q4 41975,Isabel  Cross,East,Sunbell,0,2,12.42,25.00,50.00,25.16
Q4 41590,Ben  Perez,West,Crested Beaut,0,3,16.00,25.00,75.00,27.00
Q4 41592,Cecilia  Manning,South,Sunbell,0.03,3,12.42,25.00,72.75,35.49
Q2 41400,Brooke  Horton,MidWest,Carlota,0,1,10.25,22.95,22.95,12.70
Q4 41584,Iris  Underwood,West,Carlota,0,3,10.25,22.95,68.85,38.10
Q4 41581,Fernando  Rowe,West,Aspen,0,2,12.00,21.00,42.00,18.00
Q4 41955,Brooke  Horton,MidWest,V-Rang,0,3,10.23,19.00,57.00,26.31
Q4 41975,Shari  Silva,South,Aspen,0.03,3,12.00,21.00,61.43,25.43
Q4 41992,Max  Rodgers,West,Bellen,0.03,2,11.37,22.95,44.52,21.78
Q4 41594,Don  Gonzales,South,Quad,0,1,27.00,34.00,34.00,7.00
Q4 41585,Lynette  Brewer,MidWest,Sunbell,0.02,1,12.42,25.00,24.50,12.08
Q3 41501,Shari  Silva,South,Bellen,0.02,3,11.37,22.95,67.47,33.36
Q1 41723,Blake  Bridges,South,Aspen,0,2,12.00,21.00,42.00,18.00
Q4 41982,Eddie  Green,East,Sunshine,0,3,10.24,19.95,59.85,29.13
Q1 41291,Marion  Glover,East,FlatTop,0.02,1,17.20,27.50,26.95,9.75
Q4 41958,Lee  Mack,MidWest,Sunbell,0.03,2,12.42,25.00,48.50,23.66
Q1 41363,Rachel  Gomez,MidWest,Carlota,0.02,3,10.25,22.95,67.47,36.72
Q4 41583,Bernadette  Page,MidWest,Majectic Beaut,0.03,3,13.00,30.00,87.30,48.30
Q4 41987,Salvador  Bass,West,Crested Beaut,0,3,16.00,25.00,75.00,27.00
Q4 42000,Rachel  Gomez,MidWest,Quad,0.02,1,27.00,34.00,33.49,6.49
Q4 42000,Rachel  Gomez,MidWest,Quad,0.03,3,27.00,34.00,99.45,18.45
Q4 41622,Jenny  Garcia,MidWest,Aspen,0.03,3,12.00,21.00,61.43,25.43
Q4 41583,Cassandra  Franklin,MidWest,Bellen,0,1,11.37,22.95,22.95,11.58
Q4 41607,Elaine  Ellis,South,Carlota,0,2,10.25,22.95,45.90,25.40
Q4 41966,Cindy  Becker,South,Sunshine,0.02,2,10.24,19.95,39.30,18.82
Q1 41279,Marian  Hill,South,Doublers,0.03,2,64.32,79.95,155.90,27.26
Q4 41585,Willie  Vega,MidWest,Quad,0.03,3,27.00,34.00,98.94,17.94
Q4 41969,Donna  Reid,West,Quad,0,2,27.00,34.00,68.00,14.00
Q4 41580,Robert  Munoz,MidWest,Sunbell,0,2,12.42,25.00,50.00,25.16
Q4 41633,Sylvester  Morales,West,Doublers,0.03,3,64.32,79.95,232.65,39.69
Q4 41952,Donna  Reid,West,Crested Beaut,0.03,1,16.00,25.00,24.38,8.38
Q4 41602,Mable  Lindsey,West,Quad,0,2,27.00,34.00,68.00,14.00
Q4 41955,Brooke  Horton,MidWest,Sunshine,0.01,1,10.24,19.95,19.75,9.51
Q4 41987,Elbert  Klein,South,Sunshine,0,1,10.24,19.95,19.95,9.71
Q4 41951,Max  Rodgers,West,V-Rang,0,2,10.23,19.00,38.00,17.54
Q4 41575,Marion  Glover,East,Quad,0.03,1,27.00,34.00,33.15,6.15
Q4 41621,Drew  Rogers,MidWest,Majectic Beaut,0,3,13.00,30.00,90.00,51.00
Q4 41621,Felicia  Jennings,West,Carlota,0.02,3,10.25,22.95,67.82,37.07
Q4 41628,Guillermo  Potter,MidWest,Aspen,0.01,3,12.00,21.00,62.37,26.37
Q4 41946,Allan  Ramos,MidWest,Sunshine,0,1,10.24,19.95,19.95,9.71
Q4 41989,Drew  Rogers,MidWest,Sunbell,0,3,12.42,25.00,75.00,37.74
Q4 41970,Kyle  Carr,MidWest,Bellen,0.03,1,11.37,22.95,22.38,11.01
Q2 41404,Eric  Rose,West,Quad,0.02,3,27.00,34.00,100.47,19.47
Q4 41591,Joey  Wong,West,Bellen,0.01,2,11.37,22.95,45.44,22.70
Q4 41596,Bobbie  Ryan,East,Doublers,0.03,2,64.32,79.95,155.90,27.26
Q3 41535,Drew  Rogers,MidWest,Sunshine,0.02,2,10.24,19.95,39.10,18.62
Q4 41576,Austin  Reynolds,East,Carlota,0,2,10.25,22.95,45.90,25.40
Q1 41334,Kyle  Carr,MidWest,Majectic Beaut,0.03,1,13.00,30.00,29.25,16.25
Q4 41599,Robert  Munoz,MidWest,Carlota,0.01,3,10.25,22.95,68.16,37.41
Q4 41619,Donna  Reid,West,Bellen,0,2,11.37,22.95,45.90,23.16
Q4 41615,Robert  Munoz,MidWest,Sunshine,0.03,2,10.24,19.95,38.90,18.42
Q4 41985,Della  Jensen,East,Aspen,0.02,2,12.00,21.00,41.37,17.37
Q4 41945,Cassandra  Franklin,MidWest,Quad,0.02,2,27.00,34.00,66.98,12.98
Q4 41599,Johanna  Boone,South,Bellen,0.03,1,11.37,22.95,22.26,10.89
Q4 41963,Elbert  Klein,South,Sunbell,0.03,2,12.42,25.00,48.50,23.66
Q1 41673,Lee  Mack,MidWest,FlatTop,0,3,17.20,27.50,82.50,30.90
Q4 41915,Andrew  Meyer,West,Sunshine,0.01,2,10.24,19.95,39.50,19.02
Q4 41997,Elvira  Bowman,MidWest,Doublers,0.02,3,64.32,79.95,235.05,42.09
Q3 41543,Trevor  Jones,West,Carlota,0.02,1,10.25,22.95,22.49,12.24
Q4 41627,Mable  Lindsey,West,Bellen,0,3,11.37,22.95,68.85,34.74
Q3 41882,Ruben  Nunez,West,Carlota,0,2,10.25,22.95,45.90,25.40
Q4 41947,Ernest  Davis,West,Aspen,0,1,12.00,21.00,21.00,9.00
Q4 41583,Elaine  Ellis,South,Sunbell,0.03,2,12.42,25.00,48.50,23.66
Q4 41947,Don  Gonzales,South,Bellen,0.02,2,11.37,22.95,45.21,22.47
Q3 41518,Cindy  Becker,South,Sunbell,0.03,2,12.42,25.00,48.50,23.66
Q1 41323,Drew  Rogers,MidWest,FlatTop,0.02,4,17.20,27.50,107.80,39.00
Q4 41632,Rachel  Gomez,MidWest,Bellen,0,2,11.37,22.95,45.90,23.16
Q4 41979,Rachel  Gomez,MidWest,Quad,0.03,2,27.00,34.00,66.30,12.30
Q4 41590,Christy  Olson,West,Quad,0,3,27.00,34.00,102.00,21.00
Q4 41573,Ernest  Davis,West,Bellen,0.01,1,11.37,22.95,22.72,11.35
Q4 41605,Shari  Silva,South,Quad,0.03,1,27.00,34.00,32.98,5.98
Q3 41908,Patty  Thompson,West,Sunshine,0,3,10.24,19.95,59.85,29.13
Q4 41952,Cassandra  Franklin,MidWest,Carlota,0,3,10.25,22.95,68.85,38.10
Q4 41595,Kyle  Carr,MidWest,Sunbell,0,1,12.42,25.00,25.00,12.58
Q4 41945,Dan  Peterson,MidWest,Bellen,0.01,3,11.37,22.95,68.16,34.05
Q4 41609,Ivan  Adkins,West,Sunset,0.01,2,13.50,23.50,46.53,19.53
Q4 41950,Marion  Glover,East,FlatTop,0.03,3,17.20,27.50,80.03,28.43
Q1 41313,Lorraine  Gibson,East,Doublers,0.03,3,64.32,79.95,232.65,39.69
Q4 41975,Ivan  Adkins,West,Quad,0.03,1,27.00,34.00,33.15,6.15
Q4 41599,Kyle  Carr,MidWest,Bellen,0,3,11.37,22.95,68.85,34.74
Q4 41594,Robert  Munoz,MidWest,Sunbell,0,3,12.42,25.00,75.00,37.74
Q3 41536,Sandra  Floyd,MidWest,Carlota,0.02,3,10.25,22.95,67.82,37.07
Q4 41978,Sonya  Mullins,East,Doublers,0.03,3,64.32,79.95,232.65,39.69
Q2 41738,Ruben  Nunez,West,Aspen,0.03,3,12.00,21.00,61.43,25.43
Q4 41980,Dan  Peterson,MidWest,Sunbell,0.03,2,12.42,25.00,48.50,23.66
Q4 41599,Della  Jensen,East,Carlota,0.02,2,10.25,22.95,45.21,24.71
Q3 41463,Carla  Mccormick,MidWest,Crested Beaut,0.02,1,16.00,25.00,24.63,8.63
Q4 41616,Robert  Munoz,MidWest,Sunbell,0,2,12.42,25.00,50.00,25.16
Q4 41953,Christina  Fuller,West,Bellen,0.01,1,11.37,22.95,22.72,11.35
Q4 41605,Beth  Tucker,West,Sunshine,0.03,1,10.24,19.95,19.35,9.11
Q4 41573,Patty  Thompson,West,Sunshine,0.02,3,10.24,19.95,58.95,28.23
Q4 41988,Elaine  Ellis,South,Sunshine,0.03,2,10.24,19.95,38.70,18.22
Q4 41969,Cindy  Becker,South,Doublers,0,2,64.32,79.95,159.90,31.26
Q2 41797,Cecilia  Manning,South,FlatTop,0.01,2,17.20,27.50,54.45,20.05
Q4 41636,Salvador  Bass,West,Quad,0,2,27.00,34.00,68.00,14.00
Q1 41336,Elvira  Bowman,MidWest,Quad,0.01,4,27.00,34.00,134.64,26.64
Q2 41764,Shari  Silva,South,Sunset,0.03,2,13.50,23.50,45.59,18.59
Q2 41442,Donna  Reid,West,Quad,0.02,4,27.00,34.00,133.28,25.28
Q4 41606,Arturo  Francis,East,Sunbell,0.01,2,12.42,25.00,49.50,24.66
Q4 41604,Woodrow  Colon,South,Majectic Beaut,0,1,13.00,30.00,30.00,17.00
Q4 41595,Donna  Reid,West,Majectic Beaut,0.03,3,13.00,30.00,87.30,48.30
Q4 41621,Mable  Lindsey,West,Bellen,0.03,1,11.37,22.95,22.38,11.01
Q4 41638,Patty  Thompson,West,Quad,0.02,1,27.00,34.00,33.49,6.49
Q4 41595,Isabel  Cross,East,Carlota,0.01,2,10.25,22.95,45.44,24.94
Q3 41911,Salvador  Bass,West,Majectic Beaut,0,2,13.00,30.00,60.00,34.00
Q1 41308,Trevor  Jones,West,Majectic Beaut,0,1,13.00,30.00,30.00,17.00
Q2 41443,Jenny  Garcia,MidWest,Carlota,0.02,1,10.25,22.95,22.49,12.24
Q4 41972,Allan  Ramos,MidWest,Majectic Beaut,0.02,2,13.00,30.00,58.80,32.80
Q4 41986,Arturo  Francis,East,Sunshine,0,1,10.24,19.95,19.95,9.71
Q4 41996,Drew  Rogers,MidWest,Bellen,0.03,3,11.37,22.95,67.13,33.02
Q4 41990,Elvira  Bowman,MidWest,Sunset,0,3,13.50,23.50,70.50,30.00
Q4 41974,Blake  Bridges,South,Quad,0.02,2,27.00,34.00,66.98,12.98
Q4 41981,Trevor  Jones,West,FlatTop,0,1,17.20,27.50,27.50,10.30
Q4 41636,Nellie  Joseph,East,Sunshine,0,3,10.24,19.95,59.85,29.13
Q4 41607,Andrew  Meyer,West,Sunshine,0.03,3,10.24,19.95,58.05,27.33
Q4 41627,Kyle  Carr,MidWest,Sunshine,0.02,3,10.24,19.95,58.95,28.23
Q3 41897,Andrew  Meyer,West,V-Rang,0.03,4,10.23,19.00,73.72,32.80
Q3 41462,Shari  Silva,South,Quad,0.02,2,27.00,34.00,66.64,12.64
Q4 41959,Marion  Glover,East,Sunset,0,2,13.50,23.50,47.00,20.00
Q4 41618,Kyle  Carr,MidWest,Quad,0,1,27.00,34.00,34.00,7.00
Q4 41595,Elaine  Ellis,South,Sunset,0.02,2,13.50,23.50,46.06,19.06
Q4 41984,Salvador  Bass,West,Bellen,0.01,4,11.37,22.95,90.88,45.40
Q2 41415,Billie  Chandler,MidWest,Carlota,0.03,1,10.25,22.95,22.38,12.13
Q2 41771,Elaine  Ellis,South,Sunshine,0,1,10.24,19.95,19.95,9.71
Q4 41953,Iris  Underwood,West,Majectic Beaut,0.03,1,13.00,30.00,29.25,16.25
Q4 41971,Marian  Hill,South,Quad,0.02,2,27.00,34.00,66.64,12.64
Q4 41592,Cindy  Becker,South,Quad,0.02,3,27.00,34.00,99.96,18.96
Q4 41972,Trevor  Jones,West,Quad,0,3,27.00,34.00,102.00,21.00
Q4 41595,Jenny  Garcia,MidWest,Bellen,0.01,1,11.37,22.95,22.72,11.35
Q4 41995,Donna  Reid,West,Quad,0.01,2,27.00,34.00,67.32,13.32
Q4 41599,Trevor  Jones,West,Sunshine,0.02,2,10.24,19.95,39.30,18.82
Q4 42003,Mable  Lindsey,West,Quad,0,3,27.00,34.00,102.00,21.00
Q4 41991,Robert  Munoz,MidWest,Bellen,0.03,2,11.37,22.95,44.52,21.78
Q4 41953,Herman  Williams,East,Aspen,0.03,2,12.00,21.00,40.95,16.95
Q4 41609,Jenny  Garcia,MidWest,Carlota,0.02,3,10.25,22.95,67.82,37.07
Q4 41595,Fernando  Rowe,West,Bellen,0.02,1,11.37,22.95,22.49,11.12
Q4 41960,Elvira  Bowman,MidWest,Crested Beaut,0.03,3,16.00,25.00,73.13,25.13
Q4 41587,Iris  Underwood,West,Crested Beaut,0.03,3,16.00,25.00,73.13,25.13
Q4 41958,Bethany  Pena,MidWest,Sunset,0.01,1,13.50,23.50,23.27,9.77
Q4 41963,Robert  Munoz,MidWest,Sunset,0.03,2,13.50,23.50,45.59,18.59
Q4 41610,Cassandra  Franklin,MidWest,Doublers,0,3,64.32,79.95,239.85,46.89
Q4 41610,Ellen  Weaver,South,Sunshine,0.02,4,10.24,19.95,78.60,37.64
Q4 41625,Drew  Rogers,MidWest,FlatTop,0.02,2,17.20,27.50,54.18,19.78
Q2 41747,Lance  Yates,MidWest,Carlota,0,2,10.25,22.95,45.90,25.40
Q4 41970,Shari  Silva,South,V-Rang,0,2,10.23,19.00,38.00,17.54
Q4 41956,Elaine  Ellis,South,Sunbell,0,2,12.42,25.00,50.00,25.16
Q4 41630,Woodrow  Colon,South,Sunset,0.02,3,13.50,23.50,69.44,28.94
Q4 41978,Felicia  Jennings,West,Sunshine,0,2,10.24,19.95,39.90,19.42
Q3 41458,Eddie  Green,East,Sunbell,0,3,12.42,25.00,75.00,37.74
Q4 41557,Isabel  Cross,East,Sunshine,0.03,1,10.24,19.95,19.35,9.11
Q4 41966,Edwin  Malone,East,Crested Beaut,0.02,1,16.00,25.00,24.50,8.50
Q4 41594,Eric  Rose,West,Crested Beaut,0,2,16.00,25.00,50.00,18.00
Q4 41966,Ruben  Nunez,West,Carlota,0.03,2,10.25,22.95,44.52,24.02
Q4 41607,Edwin  Malone,East,Sunbell,0.03,2,12.42,25.00,48.75,23.91
Q4 41971,Guillermo  Potter,MidWest,Aspen,0,3,12.00,21.00,63.00,27.00
Q4 41590,Kyle  Carr,MidWest,V-Rang,0.02,1,10.23,19.00,18.72,8.49
Q4 42004,Guillermo  Potter,MidWest,Sunset,0.03,3,13.50,23.50,68.74,28.24
Q1 41677,Austin  Reynolds,East,Crested Beaut,0.03,1,16.00,25.00,24.38,8.38
Q2 41390,Lance  Yates,MidWest,Carlota,0,3,10.25,22.95,68.85,38.10
Q2 41414,Cassandra  Franklin,MidWest,Carlota,0.02,2,10.25,22.95,45.21,24.71
Q1 41654,Lorraine  Gibson,East,Bellen,0,1,11.37,22.95,22.95,11.58
Q1 41720,Lorraine  Gibson,East,Sunbell,0.02,2,12.42,25.00,49.00,24.16
Q2 41372,Robert  Munoz,MidWest,Majectic Beaut,0.02,3,13.00,30.00,88.65,49.65
Q4 41950,Isabel  Cross,East,Crested Beaut,0.03,3,16.00,25.00,73.13,25.13
Q4 41983,Shari  Silva,South,Sunbell,0.03,1,12.42,25.00,24.25,11.83
Q1 41291,Ernest  Davis,West,Sunshine,0,1,10.24,19.95,19.95,9.71
Q4 41978,Isabel  Cross,East,Crested Beaut,0.02,1,16.00,25.00,24.50,8.50
Q4 41595,Trevor  Jones,West,Sunbell,0,2,12.42,25.00,50.00,25.16
Q4 41594,Charlie  Wood,MidWest,Quad,0.01,1,27.00,34.00,33.66,6.66
Q4 41606,Ruben  Nunez,West,Carlota,0.01,3,10.25,22.95,68.16,37.41
Q4 41954,Pauline  Beck,West,Sunshine,0.01,2,10.24,19.95,39.50,19.02
Q4 42004,Drew  Rogers,MidWest,Sunbell,0.03,1,12.42,25.00,24.38,11.96
Q4 41945,Pauline  Beck,West,Doublers,0,1,64.32,79.95,79.95,15.63
Q4 41632,Isabel  Cross,East,Aspen,0,3,12.00,21.00,63.00,27.00
Q4 42001,Christy  Olson,West,Crested Beaut,0.03,2,16.00,25.00,48.75,16.75
Q1 41326,Eddie  Green,East,Bellen,0,1,11.37,22.95,22.95,11.58
Q3 41547,Sylvester  Morales,West,Sunbell,0,2,12.42,25.00,50.00,25.16
Q4 41604,Jenny  Garcia,MidWest,Sunset,0,2,13.50,23.50,47.00,20.00
Q3 41468,Kyle  Carr,MidWest,Sunshine,0.02,1,10.24,19.95,19.55,9.31
Q3 41842,Woodrow  Colon,South,Doublers,0.02,3,64.32,79.95,236.25,43.29
Q4 42002,Christina  Fuller,West,Carlota,0.03,1,10.25,22.95,22.26,12.01
Q2 41738,Elaine  Ellis,South,Aspen,0.02,3,12.00,21.00,61.74,25.74
Q4 41604,Shari  Silva,South,Carlota,0,3,10.25,22.95,68.85,38.10
Q4 41994,Salvador  Bass,West,FlatTop,0.02,2,17.20,27.50,53.90,19.50
Q4 41961,Cecilia  Manning,South,Sunshine,0,3,10.24,19.95,59.85,29.13
Q4 41598,Don  Gonzales,South,Sunbell,0,2,12.42,25.00,50.00,25.16
Q3 41867,Shari  Silva,South,Sunset,0.01,3,13.50,23.50,69.80,29.30
Q1 41725,Salvador  Bass,West,Sunbell,0,3,12.42,25.00,75.00,37.74
Q4 41946,Brooke  Horton,MidWest,Quad,0.02,2,27.00,34.00,66.64,12.64
Q4 41613,Woodrow  Colon,South,FlatTop,0,1,17.20,27.50,27.50,10.30
Q4 42004,Cassandra  Franklin,MidWest,Sunshine,0,3,10.24,19.95,59.85,29.13
Q4 41630,Willie  Vega,MidWest,V-Rang,0,2,10.23,19.00,38.00,17.54
Q4 41617,Lula  Daniels,MidWest,Majectic Beaut,0.01,2,13.00,30.00,59.40,33.40
Q4 41949,Colleen  Warren,West,Majectic Beaut,0,2,13.00,30.00,60.00,34.00
Q4 41968,Max  Rodgers,West,Carlota,0,1,10.25,22.95,22.95,12.70
Q2 41375,Dan  Peterson,MidWest,FlatTop,0,2,17.20,27.50,55.00,20.60
Q3 41507,Peter  Hodges,MidWest,Bellen,0.03,2,11.37,22.95,44.52,21.78
Q4 41596,Ernest  Davis,West,Sunbell,0.02,3,12.42,25.00,73.88,36.62
Q4 41952,Della  Jensen,East,Quad,0,2,27.00,34.00,68.00,14.00
Q1 41316,Tracy  Reed,MidWest,Crested Beaut,0.03,3,16.00,25.00,73.13,25.13
Q1 41354,Cassandra  Franklin,MidWest,Majectic Beaut,0.02,1,13.00,30.00,29.40,16.40
Q3 41894,Allan  Ramos,MidWest,Sunshine,0.03,3,10.24,19.95,58.05,27.33
Q4 41619,Robert  Munoz,MidWest,Quad,0.03,2,27.00,34.00,65.96,11.96
Q4 41977,Christy  Olson,West,Sunbell,0,2,12.42,25.00,50.00,25.16
Q4 41583,Mable  Lindsey,West,Doublers,0.03,2,64.32,79.95,155.10,26.46
Q4 41999,Isabel  Cross,East,Quad,0.03,2,27.00,34.00,65.96,11.96
Q4 41984,Robert  Munoz,MidWest,Bellen,0.02,3,11.37,22.95,67.82,33.71
Q4 41980,Dan  Peterson,MidWest,Carlota,0.02,3,10.25,22.95,67.82,37.07
Q1 41686,Drew  Rogers,MidWest,V-Rang,0.03,4,10.23,19.00,73.72,32.80
Q4 41591,Elbert  Klein,South,Crested Beaut,0.02,1,16.00,25.00,24.50,8.50
Q4 41999,Robert  Munoz,MidWest,Aspen,0,1,12.00,21.00,21.00,9.00
Q4 41617,Ivan  Adkins,West,Bellen,0.03,2,11.37,22.95,44.52,21.78
Q1 41277,Trevor  Jones,West,Doublers,0,2,64.32,79.95,159.90,31.26
Q2 41761,Cassandra  Franklin,MidWest,Sunbell,0.03,3,12.42,25.00,72.75,35.49
Q4 41959,Beth  Tucker,West,Sunshine,0.01,3,10.24,19.95,59.25,28.53
Q3 41527,Iris  Underwood,West,Quad,0,2,27.00,34.00,68.00,14.00
Q4 41975,Cecilia  Manning,South,Majectic Beaut,0,1,13.00,30.00,30.00,17.00
Q4 41968,Woodrow  Colon,South,Quad,0.02,2,27.00,34.00,66.98,12.98
Q4 41969,Dan  Peterson,MidWest,Quad,0,1,27.00,34.00,34.00,7.00
Q4 41607,Max  Rodgers,West,Bellen,0,3,11.37,22.95,68.85,34.74
Q2 41453,Bethany  Pena,MidWest,Bellen,0,3,11.37,22.95,68.85,34.74
Q4 41962,Carla  Mccormick,MidWest,Majectic Beaut,0,1,13.00,30.00,30.00,17.00
Q4 41965,Dan  Peterson,MidWest,Sunbell,0,3,12.42,25.00,75.00,37.74
Q2 41432,Donna  Reid,West,Sunbell,0,3,12.42,25.00,75.00,37.74
Q4 41983,Marion  Glover,East,Aspen,0,3,12.00,21.00,63.00,27.00
Q3 41889,Salvador  Bass,West,Carlota,0.03,3,10.25,22.95,66.78,36.03
Q4 41620,Tracy  Reed,MidWest,Sunbell,0.01,2,12.42,25.00,49.50,24.66
Q4 41992,Eric  Rose,West,Sunshine,0.03,1,10.24,19.95,19.35,9.11
Q4 42000,Mable  Lindsey,West,Sunshine,0.01,1,10.24,19.95,19.75,9.51
Q4 41602,Guillermo  Potter,MidWest,Quad,0,1,27.00,34.00,34.00,7.00
Q4 41994,Billie  Chandler,MidWest,Bellen,0,1,11.37,22.95,22.95,11.58
Q4 41927,Della  Jensen,East,Sunbell,0.01,1,12.42,25.00,24.75,12.33
Q4 41957,Jaime  Pearson,MidWest,Bellen,0,2,11.37,22.95,45.90,23.16
Q4 41579,Edwin  Malone,East,Sunshine,0.03,1,10.24,19.95,19.35,9.11
Q1 41296,Andrew  Meyer,West,Carlota,0.01,1,10.25,22.95,22.72,12.47
Q3 41521,Austin  Reynolds,East,Aspen,0,2,12.00,21.00,42.00,18.00
Q4 41915,Woodrow  Colon,South,Sunset,0,3,13.50,23.50,70.50,30.00
Q4 41550,Cassandra  Franklin,MidWest,Sunbell,0,2,12.42,25.00,50.00,25.16
Q4 41950,Mable  Lindsey,West,Carlota,0,2,10.25,22.95,45.90,25.40
Q4 41987,Jenny  Garcia,MidWest,Sunshine,0,2,10.24,19.95,39.90,19.42
Q4 41601,Rachel  Gomez,MidWest,Sunbell,0,3,12.42,25.00,75.00,37.74
Q1 41712,Ellen  Weaver,South,Majectic Beaut,0.02,3,13.00,30.00,88.20,49.20
Q4 41604,Marian  Hill,South,FlatTop,0.03,2,17.20,27.50,53.63,19.23
Q4 41950,Salvador  Bass,West,Sunshine,0,2,10.24,19.95,39.90,19.42
Q4 41949,Salvador  Bass,West,Bellen,0.03,2,11.37,22.95,44.75,22.01
Q4 41619,Woodrow  Colon,South,Bellen,0,3,11.37,22.95,68.85,34.74
Q4 41614,Colleen  Warren,West,Quad,0,3,27.00,34.00,102.00,21.00
Q1 41719,Lynette  Brewer,MidWest,Quad,0,1,27.00,34.00,34.00,7.00
Q4 41598,Robert  Munoz,MidWest,Crested Beaut,0,1,16.00,25.00,25.00,9.00
Q4 41949,Cassandra  Franklin,MidWest,V-Rang,0.01,3,10.23,19.00,56.43,25.74
Q4 41637,Jenny  Garcia,MidWest,Carlota,0,3,10.25,22.95,68.85,38.10
Q4 41620,Paulette  Spencer,South,Sunshine,0.02,3,10.24,19.95,58.95,28.23
Q4 41962,Jenny  Garcia,MidWest,Quad,0,3,27.00,34.00,102.00,21.00
Q1 41701,Paulette  Spencer,South,Sunbell,0.02,3,12.42,25.00,73.88,36.62
Q3 41470,Isabel  Cross,East,Bellen,0.03,2,11.37,22.95,44.52,21.78
Q4 41609,Guillermo  Potter,MidWest,Bellen,0,2,11.37,22.95,45.90,23.16
Q1 41285,Lee  Mack,MidWest,Sunshine,0.02,2,10.24,19.95,39.30,18.82
Q4 41579,Ruben  Nunez,West,Sunbell,0.03,1,12.42,25.00,24.38,11.96
Q3 41846,Guillermo  Potter,MidWest,Majectic Beaut,0.03,1,13.00,30.00,29.10,16.10
Q4 41969,Ellen  Weaver,South,Quad,0.02,4,27.00,34.00,133.96,25.96
Q4 41997,Sandra  Floyd,MidWest,Quad,0,2,27.00,34.00,68.00,14.00
Q4 42003,Edwin  Malone,East,Quad,0.02,3,27.00,34.00,99.96,18.96
Q2 41801,Carla  Mccormick,MidWest,Majectic Beaut,0.02,3,13.00,30.00,88.65,49.65
Q4 41992,Colleen  Warren,West,Crested Beaut,0.02,3,16.00,25.00,73.88,25.88
Q4 41621,Peter  Hodges,MidWest,Carlota,0,1,10.25,22.95,22.95,12.70
Q4 41604,Mable  Lindsey,West,Sunshine,0,1,10.24,19.95,19.95,9.71
Q4 42002,Andrew  Meyer,West,Majectic Beaut,0.03,3,13.00,30.00,87.30,48.30
Q3 41892,Cassandra  Franklin,MidWest,Bellen,0.02,2,11.37,22.95,44.98,22.24
Q4 41964,Blake  Bridges,South,V-Rang,0.02,3,10.23,19.00,56.15,25.46
Q1 41284,Peter  Hodges,MidWest,Doublers,0,2,64.32,79.95,159.90,31.26
Q4 41949,Salvador  Bass,West,Sunshine,0,3,10.24,19.95,59.85,29.13
Q3 41883,Lula  Daniels,MidWest,Sunshine,0.03,1,10.24,19.95,19.45,9.21
Q1 41725,Don  Gonzales,South,Quad,0.02,3,27.00,34.00,99.96,18.96
Q4 41633,Lula  Daniels,MidWest,Sunbell,0.02,3,12.42,25.00,73.88,36.62
Q3 41464,Herman  Williams,East,Bellen,0.01,1,11.37,22.95,22.72,11.35
Q3 41872,Trevor  Jones,West,Quad,0.03,3,27.00,34.00,99.45,18.45
Q2 41786,Carla  Mccormick,MidWest,Sunset,0,1,13.50,23.50,23.50,10.00
Q2 41403,Sylvester  Morales,West,Aspen,0,2,12.00,21.00,42.00,18.00
Q2 41453,Ivan  Adkins,West,Majectic Beaut,0.02,2,13.00,30.00,59.10,33.10
Q4 41981,Jenny  Garcia,MidWest,Majectic Beaut,0,2,13.00,30.00,60.00,34.00
Q4 41596,Marion  Glover,East,Carlota,0.03,2,10.25,22.95,44.52,24.02
Q4 41585,Jenny  Garcia,MidWest,Bellen,0,2,11.37,22.95,45.90,23.16
Q4 41601,Della  Jensen,East,Bellen,0.01,3,11.37,22.95,68.16,34.05
Q4 41977,Ivan  Adkins,West,Quad,0.03,2,27.00,34.00,66.30,12.30
Q2 41410,Bethany  Pena,MidWest,Aspen,0,3,12.00,21.00,63.00,27.00
Q4 41614,Cassandra  Franklin,MidWest,Carlota,0.03,2,10.25,22.95,44.75,24.25
Q1 41652,Felicia  Jennings,West,Quad,0,3,27.00,34.00,102.00,21.00
Q2 41416,Sandra  Floyd,MidWest,Sunshine,0,2,10.24,19.95,39.90,19.42
Q2 41739,Robert  Munoz,MidWest,Quad,0,1,27.00,34.00,34.00,7.00
Q4 41623,Lee  Mack,MidWest,Sunbell,0.03,3,12.42,25.00,72.75,35.49
Q4 42003,Elbert  Klein,South,Bellen,0,2,11.37,22.95,45.90,23.16
Q4 41982,Cecilia  Manning,South,Bellen,0.03,2,11.37,22.95,44.75,22.01
Q4 41995,Salvador  Bass,West,Carlota,0,1,10.25,22.95,22.95,12.70
Q4 41634,Andrew  Meyer,West,FlatTop,0.02,2,17.20,27.50,53.90,19.50
Q4 41979,Charlie  Wood,MidWest,Sunbell,0.03,1,12.42,25.00,24.38,11.96
Q4 41949,Marian  Hill,South,Sunbell,0.03,1,12.42,25.00,24.25,11.83
Q4 41990,Cassandra  Franklin,MidWest,Sunshine,0.03,2,10.24,19.95,38.90,18.42
Q4 41626,Cindy  Becker,South,Sunset,0.03,2,13.50,23.50,45.83,18.83
Q4 41947,Cindy  Becker,South,Bellen,0,2,11.37,22.95,45.90,23.16
Q4 41971,Ellen  Weaver,South,Sunshine,0,3,10.24,19.95,59.85,29.13
